ID_compra,data,horario,categoria,preco_unitario,quantidade,frete,metodo_pagamento
879,2023-04-19,23:00,Casa e limpeza,70.9,3,19.14,Boleto
876,2023-04-19,21:28,Eletrônicos,4267.9,1,0.0,PIX
884,2023-04-20,22:32,Alimentos e bebidas,35.9,4,0.0,Cartão de Débito
885,2023-04-20,00:30,Livros,148.9,4,59.56,Cartão de Crédito
882,2023-04-20,19:10,Eletrodomésticos,3663.9,1,256.47,Cartão de Débito
888,2023-04-20,15:02,Casa e limpeza,189.9,2,0.0,Cartão de Crédito
887,2023-04-20,23:46,Alimentos e bebidas,54.9,1,1.65,Cartão de Crédito
881,2023-04-20,00:07,Casa e limpeza,100.9,3,0.0,Cartão de Crédito
889,2023-04-20,00:33,Eletrodomésticos,3979.9,5,1193.97,PIX
883,2023-04-20,22:16,Ferramentas e construção,145.9,5,58.36,Cartão de Crédito
890,2023-04-20,20:01,Beleza e cuidados pessoais,106.9,4,29.93,Cartão de Crédito
886,2023-04-20,23:39,Alimentos e bebidas,48.9,1,3.91,PIX
893,2023-04-22,23:22,Alimentos e bebidas,55.9,2,11.18,Cartão de Débito
895,2023-04-22,16:16,Alimentos e bebidas,12.9,5,0.64,Cartão de Crédito
891,2023-04-22,19:38,Livros,48.9,1,0.0,Boleto
897,2023-04-22,14:10,Casa e limpeza,125.9,4,25.18,Boleto
899,2023-04-22,18:58,Alimentos e bebidas,41.9,4,3.35,PIX
896,2023-04-22,21:25,Ferramentas e construção,253.9,3,0.0,Cartão de Crédito
892,2023-04-22,23:59,Casa e limpeza,134.9,1,6.75,Cartão de Crédito
894,2023-04-22,16:54,Beleza e cuidados pessoais,96.9,5,4.84,Cartão de Crédito
900,2023-04-22,17:20,Alimentos e bebidas,78.9,3,21.3,Cartão de Crédito
898,2023-04-22,18:04,Livros,25.9,3,0.0,PIX
904,2023-04-23,16:51,Alimentos e bebidas,65.9,1,5.27,Cartão de Crédito
905,2023-04-23,00:42,Alimentos e bebidas,7.9,4,1.58,Cartão de Débito
903,2023-04-23,23:11,Alimentos e bebidas,14.9,5,0.0,Cartão de Crédito
906,2023-04-23,16:34,Alimentos e bebidas,38.9,1,2.33,PIX
909,2023-04-23,23:08,Eletrônicos,6315.9,4,2273.72,Cartão de Crédito
907,2023-04-23,18:21,Alimentos e bebidas,69.0,1,2.76,Cartão de Crédito
908,2023-04-23,17:10,Casa e limpeza,148.9,1,4.47,Boleto
901,2023-04-23,22:37,Eletrônicos,6882.9,2,0.0,Boleto
902,2023-04-23,17:44,Papelaria e escritório,24.9,1,1.49,PIX
910,2023-04-25,20:23,Papelaria e escritório,19.9,2,0.0,Cartão de Crédito
913,2023-04-25,16:58,Livros,91.9,2,0.0,Cartão de Crédito
917,2023-04-25,18:18,Alimentos e bebidas,91.9,4,0.0,Cartão de Crédito
912,2023-04-25,18:43,Beleza e cuidados pessoais,68.9,4,16.54,PIX
916,2023-04-25,22:11,Beleza e cuidados pessoais,21.9,2,2.19,PIX
914,2023-04-25,21:28,Eletrônicos,4065.0,3,243.9,Boleto
911,2023-04-25,23:44,Casa e limpeza,110.9,4,44.36,PIX
915,2023-04-25,00:05,Ferramentas e construção,80.0,2,8.0,PIX
923,2023-04-26,23:50,Eletrodomésticos,1633.9,3,343.12,PIX
925,2023-04-26,17:56,Papelaria e escritório,22.9,5,2.29,Cartão de Crédito
922,2023-04-26,14:31,Eletrodomésticos,3126.9,1,0.0,Cartão de Débito
920,2023-04-26,20:32,Ferramentas e construção,237.9,2,38.06,Cartão de Débito
924,2023-04-26,22:22,Eletrônicos,6082.0,3,912.3,Cartão de Débito
919,2023-04-26,14:05,Papelaria e escritório,29.9,2,4.19,Cartão de Crédito
918,2023-04-26,18:20,Alimentos e bebidas,9.0,3,1.08,Cartão de Débito
921,2023-04-26,16:00,Casa e limpeza,134.9,1,0.0,Boleto
926,2023-04-27,00:49,Beleza e cuidados pessoais,204.9,3,0.0,Boleto
928,2023-04-27,22:47,Beleza e cuidados pessoais,127.0,3,0.0,PIX
932,2023-04-27,22:19,Alimentos e bebidas,88.9,1,0.0,Cartão de Crédito
931,2023-04-27,15:25,Eletrodomésticos,55.9,2,5.59,Boleto
933,2023-04-27,14:45,Papelaria e escritório,4.9,2,0.49,PIX
936,2023-04-27,23:11,Ferramentas e construção,309.0,2,6.18,PIX
930,2023-04-27,17:59,Eletrodomésticos,2217.9,3,598.83,PIX
934,2023-04-27,23:04,Alimentos e bebidas,25.9,4,6.22,Cartão de Crédito
929,2023-04-27,18:53,Beleza e cuidados pessoais,170.9,5,34.18,Cartão de Crédito
927,2023-04-27,21:39,Alimentos e bebidas,52.9,5,26.45,PIX
935,2023-04-27,16:32,Eletrodomésticos,58.9,2,4.71,Cartão de Débito
937,2023-04-27,19:26,Eletrônicos,5005.9,5,1752.06,PIX
940,2023-04-28,00:44,Beleza e cuidados pessoais,137.9,5,6.9,Cartão de Crédito
941,2023-04-28,23:54,Beleza e cuidados pessoais,33.9,2,3.39,Cartão de Crédito
944,2023-04-28,15:38,Eletrodomésticos,2316.9,3,0.0,Cartão de Crédito
945,2023-04-28,19:23,Papelaria e escritório,22.9,5,0.0,PIX
943,2023-04-28,18:41,Beleza e cuidados pessoais,167.9,1,5.04,Cartão de Crédito
938,2023-04-28,17:59,Papelaria e escritório,12.9,5,3.22,Cartão de Crédito
939,2023-04-28,23:07,Casa e limpeza,100.9,3,24.22,Cartão de Crédito
942,2023-04-28,23:17,Eletrodomésticos,1780.9,1,89.05,Cartão de Crédito
948,2023-04-29,23:15,Casa e limpeza,121.9,2,14.63,Cartão de Crédito
955,2023-04-29,20:18,Casa e limpeza,125.9,3,37.77,PIX
949,2023-04-29,16:14,Casa e limpeza,170.9,3,35.89,Boleto
956,2023-04-29,15:27,Eletrônicos,7237.9,1,289.52,Cartão de Débito
952,2023-04-29,15:57,Alimentos e bebidas,97.9,5,19.58,PIX
951,2023-04-29,22:48,Ferramentas e construção,202.9,4,32.46,Cartão de Crédito
950,2023-04-29,00:41,Beleza e cuidados pessoais,220.9,4,61.85,PIX
946,2023-04-29,22:52,Eletrodomésticos,3184.9,1,63.7,Cartão de Débito
954,2023-04-29,00:06,Alimentos e bebidas,63.9,2,7.67,PIX
957,2023-04-29,00:56,Casa e limpeza,66.9,2,0.0,Cartão de Crédito
953,2023-04-29,00:29,Papelaria e escritório,35.0,4,8.4,Cartão de Crédito
947,2023-04-29,00:05,Beleza e cuidados pessoais,26.9,4,7.53,PIX
962,2023-04-30,00:38,Beleza e cuidados pessoais,79.9,5,23.97,Cartão de Crédito
963,2023-04-30,23:13,Casa e limpeza,172.9,2,17.29,Cartão de Débito
965,2023-04-30,23:39,Beleza e cuidados pessoais,126.9,3,30.46,PIX
959,2023-04-30,22:57,Papelaria e escritório,18.9,3,2.84,Cartão de Crédito
966,2023-04-30,14:09,Alimentos e bebidas,49.9,1,2.99,Cartão de Débito
964,2023-04-30,23:39,Alimentos e bebidas,82.9,5,0.0,Boleto
961,2023-04-30,23:05,Ferramentas e construção,109.9,5,32.97,Cartão de Crédito
960,2023-04-30,17:02,Casa e limpeza,35.9,1,0.0,Cartão de Crédito
958,2023-04-30,22:30,Beleza e cuidados pessoais,42.9,2,0.0,Cartão de Crédito
988,2023-05-02,23:01,Alimentos e bebidas,41.9,2,3.35,Cartão de Crédito
989,2023-05-02,21:08,Beleza e cuidados pessoais,154.9,5,38.72,Boleto
992,2023-05-02,00:18,Casa e limpeza,125.0,4,50.0,Cartão de Crédito
969,2023-05-02,22:15,Alimentos e bebidas,47.9,2,3.83,Cartão de Crédito
993,2023-05-02,18:32,Casa e limpeza,60.9,4,0.0,Cartão de Crédito
990,2023-05-02,22:53,Beleza e cuidados pessoais,205.9,4,0.0,PIX
977,2023-05-02,23:57,Beleza e cuidados pessoais,61.9,1,0.0,Boleto
971,2023-05-02,22:54,Alimentos e bebidas,46.9,2,7.5,PIX
994,2023-05-02,21:27,Alimentos e bebidas,21.9,2,2.19,PIX
973,2023-05-02,23:00,Beleza e cuidados pessoais,216.9,3,0.0,Cartão de Crédito
982,2023-05-02,23:57,Livros,67.9,3,0.0,Cartão de Crédito
970,2023-05-02,17:28,Alimentos e bebidas,82.9,3,0.0,Cartão de Crédito
986,2023-05-02,18:55,Papelaria e escritório,24.9,3,7.47,PIX
968,2023-05-02,15:01,Livros,19.9,5,8.96,Cartão de Crédito
991,2023-05-02,20:57,Casa e limpeza,51.9,5,15.57,Cartão de Crédito
975,2023-05-02,19:42,Casa e limpeza,28.9,1,0.87,PIX
976,2023-05-02,18:22,Beleza e cuidados pessoais,148.9,3,0.0,Cartão de Crédito
978,2023-05-02,22:42,Papelaria e escritório,3.9,5,0.0,Cartão de Crédito
979,2023-05-02,22:41,Eletrodomésticos,3940.9,3,591.14,Boleto
980,2023-05-02,21:16,Eletrônicos,4624.0,4,1849.6,Cartão de Crédito
967,2023-05-02,19:51,Alimentos e bebidas,94.9,3,0.0,PIX
972,2023-05-02,23:01,Beleza e cuidados pessoais,219.9,2,0.0,Cartão de Crédito
987,2023-05-02,18:34,Ferramentas e construção,20.9,2,0.0,PIX
981,2023-05-02,00:54,Beleza e cuidados pessoais,90.9,1,4.55,Boleto
985,2023-05-02,22:51,Eletrônicos,6849.9,5,1369.98,Cartão de Crédito
983,2023-05-02,23:52,Beleza e cuidados pessoais,81.9,4,13.1,Cartão de Crédito
995,2023-05-02,23:59,Alimentos e bebidas,81.9,3,0.0,PIX
996,2023-05-02,23:32,Beleza e cuidados pessoais,87.9,4,0.0,Cartão de Crédito
974,2023-05-02,21:43,Papelaria e escritório,45.9,5,11.48,Cartão de Crédito
984,2023-05-02,17:33,Livros,102.9,5,0.0,Cartão de Crédito
999,2023-05-03,00:27,Beleza e cuidados pessoais,31.9,2,6.38,PIX
997,2023-05-03,22:04,Papelaria e escritório,4.0,5,1.2,Cartão de Crédito
1001,2023-05-03,23:53,Casa e limpeza,10.9,3,1.96,Cartão de Débito
1013,2023-05-03,23:34,Alimentos e bebidas,51.9,4,20.76,Cartão de Crédito
1008,2023-05-03,21:09,Beleza e cuidados pessoais,140.9,2,28.18,PIX
1007,2023-05-03,23:00,Livros,52.0,4,6.24,Boleto
1002,2023-05-03,22:07,Beleza e cuidados pessoais,82.9,3,19.9,Cartão de Crédito
1010,2023-05-03,20:18,Alimentos e bebidas,66.0,2,11.88,Cartão de Crédito
1012,2023-05-03,23:40,Papelaria e escritório,11.0,5,0.55,PIX
1011,2023-05-03,22:53,Papelaria e escritório,27.9,5,12.56,Cartão de Crédito
1005,2023-05-03,19:07,Alimentos e bebidas,99.9,3,0.0,Cartão de Crédito
1009,2023-05-03,18:39,Casa e limpeza,160.9,1,14.48,PIX
1003,2023-05-03,15:23,Casa e limpeza,176.9,1,0.0,PIX
1004,2023-05-03,20:24,Casa e limpeza,146.9,5,36.72,Cartão de Crédito
998,2023-05-03,23:09,Ferramentas e construção,34.9,3,0.0,Cartão de Crédito
1014,2023-05-03,17:26,Papelaria e escritório,47.9,4,7.66,PIX
1000,2023-05-03,17:27,Ferramentas e construção,298.9,5,44.84,Boleto
1006,2023-05-03,16:59,Livros,67.9,2,10.86,Cartão de Débito
1029,2023-05-04,23:21,Alimentos e bebidas,23.9,4,1.91,PIX
1021,2023-05-04,17:45,Alimentos e bebidas,71.0,3,19.17,Cartão de Crédito
1015,2023-05-04,16:42,Eletrodomésticos,2128.9,1,106.44,PIX
1024,2023-05-04,18:12,Beleza e cuidados pessoais,203.9,1,16.31,PIX
1032,2023-05-04,23:16,Casa e limpeza,98.9,3,29.67,Cartão de Crédito
1028,2023-05-04,23:02,Beleza e cuidados pessoais,237.0,5,71.1,Cartão de Crédito
1025,2023-05-04,17:49,Casa e limpeza,154.9,4,30.98,PIX
1017,2023-05-04,00:58,Beleza e cuidados pessoais,41.9,5,20.95,PIX
1027,2023-05-04,17:40,Casa e limpeza,73.9,2,11.82,PIX
1020,2023-05-04,19:35,Beleza e cuidados pessoais,28.9,3,3.47,Boleto
1030,2023-05-04,18:31,Alimentos e bebidas,16.9,3,0.0,Cartão de Débito
1023,2023-05-04,18:56,Alimentos e bebidas,75.9,4,18.22,Boleto
1022,2023-05-04,18:35,Casa e limpeza,47.9,2,0.0,Cartão de Crédito
1018,2023-05-04,19:17,Alimentos e bebidas,3.9,2,0.7,PIX
1019,2023-05-04,00:02,Casa e limpeza,157.9,5,94.74,Boleto
1026,2023-05-04,23:29,Livros,21.9,2,0.0,PIX
1031,2023-05-04,23:46,Beleza e cuidados pessoais,73.9,2,4.43,Cartão de Débito
1016,2023-05-04,23:51,Casa e limpeza,171.9,1,13.75,PIX
1046,2023-05-05,22:33,Alimentos e bebidas,54.9,5,2.74,PIX
1055,2023-05-05,14:52,Eletrodomésticos,1820.9,1,109.25,PIX
1039,2023-05-05,15:28,Eletrodomésticos,602.9,3,108.52,PIX
1048,2023-05-05,21:21,Alimentos e bebidas,27.9,5,0.0,Cartão de Crédito
1033,2023-05-05,21:49,Casa e limpeza,154.9,5,85.2,PIX
1056,2023-05-05,18:22,Alimentos e bebidas,34.9,1,2.09,Cartão de Crédito
1042,2023-05-05,15:57,Alimentos e bebidas,77.9,1,5.45,Boleto
1043,2023-05-05,00:58,Alimentos e bebidas,33.9,3,9.15,Cartão de Crédito
1054,2023-05-05,17:47,Alimentos e bebidas,35.9,5,10.77,Cartão de Crédito
1047,2023-05-05,15:06,Livros,92.0,2,9.2,Cartão de Crédito
1059,2023-05-05,18:11,Papelaria e escritório,25.9,1,1.3,Cartão de Crédito
1041,2023-05-05,18:16,Eletrônicos,6507.9,5,2928.56,Cartão de Crédito
1035,2023-05-05,14:58,Livros,74.9,1,4.49,Cartão de Crédito
1049,2023-05-05,23:08,Papelaria e escritório,11.9,1,0.95,PIX
1061,2023-05-05,00:13,Papelaria e escritório,26.9,1,2.42,Cartão de Crédito
1036,2023-05-05,23:20,Ferramentas e construção,223.9,5,67.17,PIX
1038,2023-05-05,21:08,Beleza e cuidados pessoais,149.9,2,11.99,Cartão de Crédito
1063,2023-05-05,21:24,Casa e limpeza,66.9,5,0.0,Cartão de Crédito
1040,2023-05-05,21:48,Alimentos e bebidas,70.0,3,0.0,Cartão de Crédito
1052,2023-05-05,14:08,Eletrodomésticos,895.9,4,322.52,PIX
1037,2023-05-05,16:46,Ferramentas e construção,107.9,4,21.58,PIX
1044,2023-05-05,18:59,Ferramentas e construção,212.9,4,0.0,Boleto
1034,2023-05-05,18:19,Beleza e cuidados pessoais,102.9,1,0.0,Boleto
1062,2023-05-05,23:11,Alimentos e bebidas,53.9,1,0.0,Cartão de Crédito
1060,2023-05-05,14:13,Ferramentas e construção,233.9,5,11.7,PIX
1045,2023-05-05,22:15,Eletrodomésticos,3801.9,5,1710.86,Cartão de Crédito
1051,2023-05-05,17:21,Alimentos e bebidas,40.9,2,4.91,Boleto
1058,2023-05-05,22:10,Papelaria e escritório,33.9,3,3.05,Cartão de Crédito
1050,2023-05-05,22:09,Eletrônicos,7552.9,2,906.35,PIX
1064,2023-05-05,19:24,Beleza e cuidados pessoais,203.9,2,4.08,PIX
1057,2023-05-05,00:05,Alimentos e bebidas,23.9,1,1.2,PIX
1053,2023-05-05,23:57,Alimentos e bebidas,11.9,1,1.07,PIX
1076,2023-05-06,17:05,Livros,55.9,5,0.0,PIX
1095,2023-05-06,16:01,Alimentos e bebidas,40.9,3,4.91,PIX
1085,2023-05-06,00:37,Casa e limpeza,91.9,3,0.0,Cartão de Crédito
1068,2023-05-06,19:42,Beleza e cuidados pessoais,177.9,3,26.68,PIX
1083,2023-05-06,15:06,Beleza e cuidados pessoais,170.9,4,0.0,Cartão de Crédito
1072,2023-05-06,17:33,Alimentos e bebidas,72.9,3,10.94,PIX
1089,2023-05-06,21:13,Casa e limpeza,176.9,4,0.0,Cartão de Débito
1078,2023-05-06,21:15,Beleza e cuidados pessoais,79.9,2,14.38,Cartão de Débito
1074,2023-05-06,15:37,Ferramentas e construção,102.9,2,10.29,Cartão de Débito
1067,2023-05-06,18:49,Eletrodomésticos,1978.0,5,0.0,Boleto
1091,2023-05-06,23:13,Eletrodomésticos,3407.9,5,851.98,PIX
1080,2023-05-06,23:22,Eletrodomésticos,3343.9,5,334.39,Cartão de Débito
1086,2023-05-06,21:38,Eletrônicos,5096.9,3,1070.35,PIX
1082,2023-05-06,22:02,Eletrodomésticos,2935.9,3,352.31,Cartão de Crédito
1087,2023-05-06,21:19,Alimentos e bebidas,12.9,5,3.22,Cartão de Crédito
1096,2023-05-06,00:30,Eletrodomésticos,2103.9,5,0.0,PIX
1073,2023-05-06,00:49,Casa e limpeza,180.9,2,3.62,Cartão de Crédito
1079,2023-05-06,23:46,Alimentos e bebidas,73.9,1,3.7,Boleto
1070,2023-05-06,00:22,Papelaria e escritório,10.0,3,1.5,Cartão de Crédito
1090,2023-05-06,17:13,Beleza e cuidados pessoais,162.9,4,39.1,PIX
1088,2023-05-06,00:43,Papelaria e escritório,11.9,2,0.95,Cartão de Crédito
1066,2023-05-06,22:33,Ferramentas e construção,304.9,3,27.44,Cartão de Crédito
1093,2023-05-06,17:44,Livros,131.9,5,13.19,Cartão de Crédito
1081,2023-05-06,00:27,Alimentos e bebidas,40.9,4,11.45,PIX
1094,2023-05-06,23:24,Ferramentas e construção,52.9,3,9.52,Cartão de Crédito
1069,2023-05-06,21:15,Papelaria e escritório,35.9,5,14.36,PIX
1071,2023-05-06,21:09,Alimentos e bebidas,76.0,1,4.56,Cartão de Crédito
1075,2023-05-06,22:40,Papelaria e escritório,29.9,4,5.98,Cartão de Crédito
1084,2023-05-06,22:49,Eletrodomésticos,1034.9,1,62.09,PIX
1077,2023-05-06,22:08,Papelaria e escritório,32.9,4,3.95,Cartão de Crédito
1092,2023-05-06,23:04,Beleza e cuidados pessoais,190.9,5,19.09,Cartão de Débito
1065,2023-05-06,18:22,Alimentos e bebidas,63.9,2,6.39,PIX
1109,2023-05-07,15:17,Beleza e cuidados pessoais,122.9,1,0.0,PIX
1107,2023-05-07,21:00,Alimentos e bebidas,31.9,3,7.66,Cartão de Débito
1099,2023-05-07,17:11,Ferramentas e construção,158.9,4,25.42,PIX
1103,2023-05-07,23:50,Alimentos e bebidas,24.9,4,5.98,Boleto
1121,2023-05-07,22:16,Beleza e cuidados pessoais,114.9,5,17.24,PIX
1101,2023-05-07,23:10,Alimentos e bebidas,32.9,5,16.45,PIX
1115,2023-05-07,18:39,Livros,97.9,1,5.87,Boleto
1098,2023-05-07,22:32,Beleza e cuidados pessoais,238.9,1,23.89,PIX
1116,2023-05-07,19:59,Casa e limpeza,26.9,5,0.0,Cartão de Crédito
1112,2023-05-07,15:56,Eletrônicos,7753.9,1,775.39,PIX
1117,2023-05-07,21:34,Eletrodomésticos,660.9,5,165.23,Cartão de Crédito
1122,2023-05-07,16:39,Eletrodomésticos,1160.9,3,0.0,PIX
1114,2023-05-07,21:46,Beleza e cuidados pessoais,23.9,1,0.48,PIX
1108,2023-05-07,16:23,Papelaria e escritório,16.9,3,0.0,Cartão de Crédito
1104,2023-05-07,23:38,Eletrônicos,6827.9,5,0.0,Cartão de Crédito
1119,2023-05-07,21:18,Casa e limpeza,150.9,4,0.0,Cartão de Crédito
1110,2023-05-07,00:05,Eletrodomésticos,3308.0,4,1058.56,Boleto
1105,2023-05-07,14:51,Alimentos e bebidas,45.9,2,1.84,Cartão de Débito
1126,2023-05-07,21:15,Alimentos e bebidas,81.9,3,12.29,Cartão de Crédito
1111,2023-05-07,22:49,Ferramentas e construção,238.9,2,0.0,PIX
1118,2023-05-07,15:12,Beleza e cuidados pessoais,211.9,5,52.98,Boleto
1128,2023-05-07,17:22,Alimentos e bebidas,84.0,3,17.64,PIX
1127,2023-05-07,18:04,Ferramentas e construção,145.9,5,21.88,PIX
1120,2023-05-07,22:28,Casa e limpeza,60.9,5,15.23,Cartão de Crédito
1125,2023-05-07,18:01,Eletrônicos,5757.9,4,230.32,PIX
1102,2023-05-07,22:53,Alimentos e bebidas,99.9,4,19.98,Cartão de Crédito
1097,2023-05-07,17:54,Casa e limpeza,163.9,2,22.95,Cartão de Débito
1123,2023-05-07,16:09,Beleza e cuidados pessoais,138.9,3,29.17,PIX
1113,2023-05-07,21:23,Alimentos e bebidas,79.9,2,11.19,PIX
1106,2023-05-07,21:11,Beleza e cuidados pessoais,211.9,3,6.36,PIX
1124,2023-05-07,18:47,Beleza e cuidados pessoais,71.9,4,0.0,PIX
1100,2023-05-07,00:05,Alimentos e bebidas,65.9,3,11.86,Cartão de Débito
1137,2023-05-09,19:16,Alimentos e bebidas,64.9,2,9.09,Cartão de Crédito
1133,2023-05-09,21:37,Beleza e cuidados pessoais,233.9,2,32.75,PIX
1136,2023-05-09,16:12,Casa e limpeza,56.0,2,0.0,Cartão de Crédito
1139,2023-05-09,14:35,Ferramentas e construção,306.9,4,36.83,PIX
1132,2023-05-09,23:36,Eletrodomésticos,1386.9,4,443.81,Cartão de Crédito
1130,2023-05-09,18:02,Casa e limpeza,153.9,5,61.56,Cartão de Crédito
1134,2023-05-09,17:36,Eletrodomésticos,3121.9,5,312.19,PIX
1129,2023-05-09,22:21,Eletrônicos,4221.9,5,0.0,Boleto
1135,2023-05-09,18:46,Beleza e cuidados pessoais,26.9,1,1.61,Cartão de Crédito
1142,2023-05-09,22:41,Eletrodomésticos,1146.9,5,57.34,Cartão de Crédito
1141,2023-05-09,23:34,Eletrônicos,7470.9,3,0.0,Cartão de Crédito
1140,2023-05-09,18:41,Alimentos e bebidas,18.9,5,1.89,Cartão de Crédito
1143,2023-05-09,15:38,Casa e limpeza,12.9,1,1.03,Cartão de Crédito
1138,2023-05-09,22:31,Alimentos e bebidas,91.9,5,0.0,Cartão de Crédito
1131,2023-05-09,22:36,Eletrônicos,6733.0,1,0.0,Cartão de Crédito
1144,2023-05-09,21:10,Eletrônicos,5613.9,3,0.0,PIX
1161,2023-05-10,19:44,Ferramentas e construção,241.9,3,0.0,Cartão de Crédito
1154,2023-05-10,15:48,Alimentos e bebidas,10.9,1,0.76,Boleto
1151,2023-05-10,22:58,Alimentos e bebidas,40.9,5,12.27,Cartão de Crédito
1157,2023-05-10,22:25,Eletrodomésticos,3104.9,4,993.57,PIX
1158,2023-05-10,18:39,Ferramentas e construção,116.9,2,16.37,Cartão de Crédito
1162,2023-05-10,18:09,Casa e limpeza,123.9,5,0.0,PIX
1159,2023-05-10,17:13,Papelaria e escritório,48.9,2,1.96,Cartão de Crédito
1156,2023-05-10,22:17,Casa e limpeza,131.9,4,47.48,Cartão de Crédito
1146,2023-05-10,23:06,Alimentos e bebidas,64.9,5,19.47,Cartão de Crédito
1155,2023-05-10,22:09,Beleza e cuidados pessoais,79.9,3,19.18,Boleto
1145,2023-05-10,23:52,Alimentos e bebidas,44.9,5,0.0,PIX
1160,2023-05-10,16:29,Eletrônicos,4543.9,2,0.0,PIX
1153,2023-05-10,23:44,Beleza e cuidados pessoais,233.9,4,28.07,Cartão de Crédito
1147,2023-05-10,18:34,Casa e limpeza,139.0,2,22.24,Cartão de Débito
1152,2023-05-10,23:03,Beleza e cuidados pessoais,126.9,2,0.0,PIX
1150,2023-05-10,18:23,Beleza e cuidados pessoais,63.9,3,19.17,Boleto
1148,2023-05-10,14:07,Alimentos e bebidas,54.9,4,17.57,Cartão de Crédito
1149,2023-05-10,23:54,Beleza e cuidados pessoais,82.0,5,0.0,PIX
1164,2023-05-11,17:58,Alimentos e bebidas,45.9,2,3.67,Cartão de Crédito
1179,2023-05-11,17:18,Beleza e cuidados pessoais,141.9,3,0.0,PIX
1188,2023-05-11,18:05,Papelaria e escritório,43.9,3,5.27,Cartão de Débito
1170,2023-05-11,19:39,Alimentos e bebidas,83.9,1,0.0,Cartão de Débito
1183,2023-05-11,15:45,Ferramentas e construção,235.9,3,70.77,Cartão de Crédito
1172,2023-05-11,15:46,Casa e limpeza,147.9,2,14.79,Boleto
1175,2023-05-11,00:26,Casa e limpeza,114.9,4,22.98,PIX
1163,2023-05-11,21:26,Alimentos e bebidas,69.9,1,3.5,PIX
1185,2023-05-11,17:29,Beleza e cuidados pessoais,120.9,4,0.0,Boleto
1173,2023-05-11,23:11,Alimentos e bebidas,66.9,3,16.06,Cartão de Crédito
1166,2023-05-11,18:41,Papelaria e escritório,30.9,5,4.64,PIX
1180,2023-05-11,18:48,Alimentos e bebidas,88.9,2,12.45,PIX
1169,2023-05-11,21:21,Eletrônicos,5231.9,1,261.59,PIX
1165,2023-05-11,16:01,Papelaria e escritório,2.9,1,0.29,PIX
1182,2023-05-11,22:57,Eletrodomésticos,3991.9,1,0.0,PIX
1189,2023-05-11,18:56,Alimentos e bebidas,56.9,1,2.84,Cartão de Crédito
1176,2023-05-11,18:30,Casa e limpeza,148.9,3,13.4,Cartão de Débito
1191,2023-05-11,14:20,Beleza e cuidados pessoais,146.9,2,0.0,Cartão de Crédito
1190,2023-05-11,23:58,Papelaria e escritório,25.9,3,5.44,Cartão de Crédito
1171,2023-05-11,17:12,Ferramentas e construção,110.9,2,15.53,PIX
1187,2023-05-11,00:49,Alimentos e bebidas,32.9,1,0.33,PIX
1192,2023-05-11,17:11,Ferramentas e construção,219.9,2,26.39,Boleto
1184,2023-05-11,00:21,Eletrodomésticos,1980.9,4,792.36,Cartão de Crédito
1186,2023-05-11,14:52,Beleza e cuidados pessoais,24.9,3,0.0,PIX
1167,2023-05-11,23:16,Papelaria e escritório,42.9,5,15.02,Cartão de Crédito
1174,2023-05-11,18:00,Papelaria e escritório,17.9,2,1.43,Cartão de Crédito
1168,2023-05-11,22:23,Alimentos e bebidas,19.9,2,3.58,Boleto
1178,2023-05-11,00:23,Casa e limpeza,123.9,5,0.0,PIX
1177,2023-05-11,18:07,Eletrodomésticos,3051.9,3,549.34,Cartão de Crédito
1181,2023-05-11,23:42,Eletrônicos,7033.9,5,1758.48,PIX
1212,2023-05-12,15:05,Alimentos e bebidas,63.9,2,0.0,PIX
1196,2023-05-12,23:02,Eletrodomésticos,550.9,2,44.07,Cartão de Crédito
1202,2023-05-12,18:19,Alimentos e bebidas,64.0,2,8.96,Cartão de Crédito
1203,2023-05-12,23:26,Alimentos e bebidas,9.9,1,0.1,PIX
1209,2023-05-12,17:32,Livros,118.9,3,0.0,Cartão de Crédito
1204,2023-05-12,18:31,Casa e limpeza,173.9,4,6.96,Cartão de Crédito
1205,2023-05-12,22:53,Alimentos e bebidas,65.9,5,16.48,Cartão de Crédito
1207,2023-05-12,00:14,Beleza e cuidados pessoais,62.9,4,0.0,Cartão de Débito
1213,2023-05-12,20:08,Alimentos e bebidas,18.9,4,0.0,PIX
1193,2023-05-12,14:54,Alimentos e bebidas,65.9,3,0.0,PIX
1199,2023-05-12,22:57,Ferramentas e construção,66.9,1,0.0,PIX
1200,2023-05-12,22:29,Alimentos e bebidas,8.0,2,0.0,PIX
1197,2023-05-12,14:49,Casa e limpeza,8.0,4,0.32,Cartão de Crédito
1201,2023-05-12,20:13,Eletrodomésticos,3509.9,3,737.08,PIX
1208,2023-05-12,21:04,Casa e limpeza,7.9,2,0.79,PIX
1194,2023-05-12,19:57,Casa e limpeza,6.9,4,0.0,Cartão de Débito
1211,2023-05-12,18:01,Papelaria e escritório,33.9,4,0.0,Cartão de Crédito
1195,2023-05-12,18:30,Casa e limpeza,190.0,1,7.6,Cartão de Crédito
1198,2023-05-12,22:23,Casa e limpeza,106.9,4,0.0,PIX
1214,2023-05-12,23:39,Beleza e cuidados pessoais,189.9,2,30.38,Cartão de Crédito
1210,2023-05-12,00:11,Casa e limpeza,187.9,4,37.58,Cartão de Crédito
1206,2023-05-12,00:14,Papelaria e escritório,47.9,1,0.0,PIX
1240,2023-05-13,14:46,Alimentos e bebidas,15.9,5,3.98,PIX
