ID_compra,ID_cliente,cidade,uf,regiao,idade,sexo_biologico,cashback,avaliacao_compra
2681,7168,Curitiba,Paraná,Sul,51,Feminino,Não,7
4949,6180,Curitiba,Paraná,Sul,30,Feminino,Sim,2
1635,2492,Curitiba,Paraná,Sul,18,Feminino,Sim,10
4057,5545,Porto Alegre,Rio Grande do Sul,Sul,37,Masculino,Sim,9
718,9679,Recife,Pernambuco,Nordeste,35,Masculino,Sim,9
204,5695,Curitiba,Paraná,Sul,37,Feminino,Sim,8
1562,1214,Curitiba,Paraná,Sul,30,Feminino,Sim,6
5531,9342,Curitiba,Paraná,Sul,26,Masculino,Não,9
3804,5414,Curitiba,Paraná,Sul,48,Masculino,Não,9
238,2921,São Paulo,São Paulo,Sudeste,36,Feminino,Sim,9
1670,3461,Curitiba,Paraná,Sul,31,Feminino,Sim,8
1818,5092,Rio de Janeiro,Rio de Janeiro,Sudeste,47,Masculino,Não,9
3331,1238,Curitiba,Paraná,Sul,62,Masculino,Não,9
1898,8423,Curitiba,Paraná,Sul,56,Masculino,Não,9
2193,4501,Rio de Janeiro,Rio de Janeiro,Sudeste,29,Feminino,Sim,10
2544,8173,Campinas,São Paulo,Sudeste,38,Feminino,Sim,10
2914,4588,Recife,Pernambuco,Nordeste,41,Masculino,Não,9
3134,7100,Recife,Pernambuco,Nordeste,39,Masculino,Sim,9
1414,8014,Recife,Pernambuco,Nordeste,40,Masculino,Sim,9
638,8577,Natal,Rio Grande do Norte,Nordeste,45,Masculino,Não,7
6132,7079,Recife,Pernambuco,Nordeste,34,Feminino,Sim,10
1287,3023,Recife,Pernambuco,Nordeste,54,Feminino,Não,2
3489,3098,Brasília,Distrito Federal,Centro-Oeste,27,Feminino,Sim,10
5609,7264,Recife,Pernambuco,Nordeste,28,Masculino,Sim,10
4432,6532,Recife,Pernambuco,Nordeste,46,Feminino,Não,7
4861,6322,Porto Alegre,Rio Grande do Sul,Sul,50,Feminino,Não,9
116,7459,Campinas,São Paulo,Sudeste,33,Masculino,Não,10
1705,6051,Fortaleza,Ceará,Nordeste,41,Feminino,Não,9
1132,6987,Recife,Pernambuco,Nordeste,51,Masculino,Não,8
4098,9273,Recife,Pernambuco,Nordeste,43,Masculino,Não,10
5266,4426,Recife,Pernambuco,Nordeste,41,Masculino,Não,9
5166,8960,Natal,Rio Grande do Norte,Nordeste,24,Feminino,Sim,8
1977,9707,Recife,Pernambuco,Nordeste,39,Feminino,Sim,8
854,8280,Natal,Rio Grande do Norte,Nordeste,30,Masculino,Sim,9
334,8399,Recife,Pernambuco,Nordeste,36,Feminino,Não,7
3385,8831,Recife,Pernambuco,Nordeste,42,Feminino,Não,8
5403,6054,Recife,Pernambuco,Nordeste,48,Feminino,Não,4
1566,8739,Recife,Pernambuco,Nordeste,32,Feminino,Não,10
3914,7957,Campinas,São Paulo,Sudeste,25,Feminino,Sim,9
2388,6365,Porto Alegre,Rio Grande do Sul,Sul,50,Masculino,Não,9
4462,7056,Recife,Pernambuco,Nordeste,22,Masculino,Sim,7
1884,6557,Recife,Pernambuco,Nordeste,46,Masculino,Não,9
6146,8354,Natal,Rio Grande do Norte,Nordeste,18,Feminino,Sim,10
606,8806,Recife,Pernambuco,Nordeste,52,Masculino,Não,10
1072,4471,Recife,Pernambuco,Nordeste,46,Feminino,Não,8
1299,1497,Recife,Pernambuco,Nordeste,30,Feminino,Não,6
4204,7456,Campinas,São Paulo,Sudeste,36,Feminino,Sim,9
4650,7826,Curitiba,Paraná,Sul,49,Feminino,Não,3
4168,2951,Brasília,Distrito Federal,Centro-Oeste,18,Feminino,Sim,10
1329,3625,Salvador,Bahia,Nordeste,34,Feminino,Sim,4
3230,4068,Belo Horizonte,Minas Gerais,Sudeste,53,Feminino,Não,9
2228,2434,Recife,Pernambuco,Nordeste,33,Feminino,Sim,10
2508,5081,Rio de Janeiro,Rio de Janeiro,Sudeste,18,Masculino,Sim,10
2102,4127,Recife,Pernambuco,Nordeste,47,Feminino,Não,9
890,3567,Salvador,Bahia,Nordeste,40,Feminino,Sim,7
4457,4401,Brasília,Distrito Federal,Centro-Oeste,27,Masculino,Sim,9
2998,6993,Curitiba,Paraná,Sul,36,Masculino,Sim,7
5387,8588,Natal,Rio Grande do Norte,Nordeste,25,Feminino,Sim,9
1413,8894,Curitiba,Paraná,Sul,21,Masculino,Não,2
5191,3397,Salvador,Bahia,Nordeste,51,Feminino,Não,10
2909,6955,Recife,Pernambuco,Nordeste,38,Masculino,Sim,10
3569,2863,Salvador,Bahia,Nordeste,21,Feminino,Não,9
2111,3044,Salvador,Bahia,Nordeste,41,Feminino,Não,9
1391,5400,Rio de Janeiro,Rio de Janeiro,Sudeste,36,Masculino,Não,8
3991,7436,Recife,Pernambuco,Nordeste,36,Feminino,Não,3
5650,2196,Recife,Pernambuco,Nordeste,45,Masculino,Não,8
182,9316,Recife,Pernambuco,Nordeste,42,Feminino,Não,7
4832,3134,Brasília,Distrito Federal,Centro-Oeste,39,Feminino,Sim,9
2234,9022,João Pessoa,Paraíba,Nordeste,50,Feminino,Não,9
1163,8738,Recife,Pernambuco,Nordeste,42,Masculino,Não,10
2612,8134,Recife,Pernambuco,Nordeste,67,Masculino,Não,0
1370,2450,Salvador,Bahia,Nordeste,58,Masculino,Não,10
950,9013,Recife,Pernambuco,Nordeste,45,Feminino,Não,9
677,8991,Recife,Pernambuco,Nordeste,31,Masculino,Não,6
4900,7579,Campinas,São Paulo,Sudeste,60,Masculino,Não,9
5089,2827,Recife,Pernambuco,Nordeste,51,Feminino,Não,8
930,5450,Recife,Pernambuco,Nordeste,36,Masculino,Não,10
962,9365,João Pessoa,Paraíba,Nordeste,29,Feminino,Sim,10
2706,6437,Recife,Pernambuco,Nordeste,18,Feminino,Sim,9
1094,8938,Recife,Pernambuco,Nordeste,54,Masculino,Não,9
4892,2957,Brasília,Distrito Federal,Centro-Oeste,38,Masculino,Não,7
3426,7435,Recife,Pernambuco,Nordeste,54,Feminino,Não,10
4192,9366,Recife,Pernambuco,Nordeste,55,Feminino,Não,4
2321,5108,Recife,Pernambuco,Nordeste,38,Feminino,Sim,10
3917,8093,Campinas,São Paulo,Sudeste,23,Masculino,Sim,9
3742,4263,Recife,Pernambuco,Nordeste,32,Feminino,Sim,10
4956,9270,Recife,Pernambuco,Nordeste,53,Masculino,Não,9
4434,7276,Curitiba,Paraná,Sul,46,Masculino,Não,10
623,6786,Recife,Pernambuco,Nordeste,27,Masculino,Sim,9
5370,1032,São Paulo,São Paulo,Sudeste,39,Feminino,Sim,8
923,5609,Porto Alegre,Rio Grande do Sul,Sul,31,Feminino,Não,9
444,1228,São Paulo,São Paulo,Sudeste,41,Masculino,Não,7
5598,1397,Recife,Pernambuco,Nordeste,39,Masculino,Sim,9
2712,7919,Curitiba,Paraná,Sul,27,Masculino,Sim,10
1293,1068,Recife,Pernambuco,Nordeste,46,Masculino,Não,10
5945,4568,Rio de Janeiro,Rio de Janeiro,Sudeste,43,Feminino,Não,7
2350,3483,Recife,Pernambuco,Nordeste,42,Feminino,Não,9
4086,9951,Recife,Pernambuco,Nordeste,52,Feminino,Não,8
479,7208,Recife,Pernambuco,Nordeste,42,Feminino,Não,9
5107,6009,Fortaleza,Ceará,Nordeste,40,Feminino,Sim,9
5613,3480,Salvador,Bahia,Nordeste,30,Masculino,Não,9
538,2694,Recife,Pernambuco,Nordeste,18,Masculino,Sim,7
3735,4288,Belo Horizonte,Minas Gerais,Sudeste,42,Feminino,Não,10
1532,4454,Brasília,Distrito Federal,Centro-Oeste,24,Masculino,Sim,3
3048,8970,Natal,Rio Grande do Norte,Nordeste,44,Feminino,Não,10
4381,8878,Recife,Pernambuco,Nordeste,28,Feminino,Sim,7
5323,5944,Recife,Pernambuco,Nordeste,42,Masculino,Não,9
4916,2818,Recife,Pernambuco,Nordeste,35,Feminino,Sim,7
518,5886,Porto Alegre,Rio Grande do Sul,Sul,32,Feminino,Sim,10
5446,5946,Recife,Pernambuco,Nordeste,33,Feminino,Sim,7
728,1501,São Paulo,São Paulo,Sudeste,43,Masculino,Não,10
725,9435,Recife,Pernambuco,Nordeste,50,Masculino,Não,8
5987,1393,Recife,Pernambuco,Nordeste,36,Feminino,Sim,8
1883,9793,Recife,Pernambuco,Nordeste,38,Masculino,Sim,9
1852,3879,Belo Horizonte,Minas Gerais,Sudeste,45,Feminino,Não,7
1674,2092,Recife,Pernambuco,Nordeste,46,Feminino,Não,10
3424,7658,Recife,Pernambuco,Nordeste,54,Masculino,Não,9
1885,4446,Belo Horizonte,Minas Gerais,Sudeste,40,Feminino,Não,7
896,1115,São Paulo,São Paulo,Sudeste,18,Feminino,Não,9
2790,4709,Brasília,Distrito Federal,Centro-Oeste,55,Feminino,Não,10
2462,6931,Goiânia,Goiás,Centro-Oeste,34,Masculino,Sim,10
5041,1596,São Paulo,São Paulo,Sudeste,49,Feminino,Não,9
3676,5308,Rio de Janeiro,Rio de Janeiro,Sudeste,50,Masculino,Não,2
3034,4251,Goiânia,Goiás,Centro-Oeste,38,Feminino,Sim,10
1261,5077,Goiânia,Goiás,Centro-Oeste,42,Masculino,Não,9
1941,4145,Goiânia,Goiás,Centro-Oeste,39,Feminino,Não,10
2777,3916,Goiânia,Goiás,Centro-Oeste,38,Masculino,Sim,9
5521,1096,São Paulo,São Paulo,Sudeste,29,Feminino,Sim,9
3099,9966,João Pessoa,Paraíba,Nordeste,40,Masculino,Sim,10
1512,9562,João Pessoa,Paraíba,Nordeste,40,Feminino,Sim,9
2520,1134,São Paulo,São Paulo,Sudeste,23,Feminino,Sim,10
3812,9889,João Pessoa,Paraíba,Nordeste,40,Feminino,Sim,8
933,8029,Curitiba,Paraná,Sul,45,Feminino,Não,9
5393,4623,Goiânia,Goiás,Centro-Oeste,27,Masculino,Não,8
799,4834,Goiânia,Goiás,Centro-Oeste,19,Feminino,Não,8
3172,5794,Goiânia,Goiás,Centro-Oeste,18,Masculino,Sim,10
2164,3429,Goiânia,Goiás,Centro-Oeste,48,Masculino,Não,10
5359,6936,Goiânia,Goiás,Centro-Oeste,45,Feminino,Não,9
1563,5889,Goiânia,Goiás,Centro-Oeste,40,Masculino,Sim,5
4399,2124,Recife,Pernambuco,Nordeste,34,Feminino,Sim,9
628,1882,Goiânia,Goiás,Centro-Oeste,41,Feminino,Não,7
1234,2552,Goiânia,Goiás,Centro-Oeste,38,Feminino,Sim,10
3006,3410,Goiânia,Goiás,Centro-Oeste,44,Feminino,Não,9
3586,5436,Goiânia,Goiás,Centro-Oeste,34,Masculino,Não,9
4410,3274,Salvador,Bahia,Nordeste,25,Masculino,Sim,9
833,5391,Fortaleza,Ceará,Nordeste,42,Feminino,Não,8
5279,2577,Salvador,Bahia,Nordeste,47,Masculino,Não,2
2802,4986,Goiânia,Goiás,Centro-Oeste,40,Masculino,Não,9
2184,7606,Goiânia,Goiás,Centro-Oeste,24,Masculino,Não,9
4424,4401,Brasília,Distrito Federal,Centro-Oeste,27,Masculino,Sim,7
1945,8334,Natal,Rio Grande do Norte,Nordeste,30,Feminino,Não,10
5801,6782,Fortaleza,Ceará,Nordeste,34,Masculino,Não,10
264,2720,Salvador,Bahia,Nordeste,43,Feminino,Não,8
2503,5352,Goiânia,Goiás,Centro-Oeste,34,Masculino,Sim,7
1171,2600,Goiânia,Goiás,Centro-Oeste,43,Feminino,Não,4
2929,9823,Goiânia,Goiás,Centro-Oeste,44,Feminino,Não,4
2406,7723,Curitiba,Paraná,Sul,49,Feminino,Não,8
5649,8295,Natal,Rio Grande do Norte,Nordeste,43,Masculino,Não,9
6003,7064,Goiânia,Goiás,Centro-Oeste,49,Feminino,Não,7
1321,7999,Goiânia,Goiás,Centro-Oeste,30,Masculino,Não,1
5778,2578,Goiânia,Goiás,Centro-Oeste,52,Feminino,Não,8
4899,4150,Belo Horizonte,Minas Gerais,Sudeste,34,Masculino,Não,9
3282,4272,Brasília,Distrito Federal,Centro-Oeste,45,Feminino,Não,9
3816,9572,João Pessoa,Paraíba,Nordeste,33,Masculino,Não,8
3951,5373,Rio de Janeiro,Rio de Janeiro,Sudeste,31,Masculino,Sim,9
1956,5887,Goiânia,Goiás,Centro-Oeste,20,Masculino,Não,7
2047,5573,Goiânia,Goiás,Centro-Oeste,43,Feminino,Não,7
3995,3148,Brasília,Distrito Federal,Centro-Oeste,34,Masculino,Sim,9
1684,2298,São Paulo,São Paulo,Sudeste,42,Masculino,Não,9
3289,6544,Goiânia,Goiás,Centro-Oeste,38,Feminino,Sim,9
1614,8253,Natal,Rio Grande do Norte,Nordeste,38,Masculino,Sim,8
3727,9604,João Pessoa,Paraíba,Nordeste,33,Feminino,Sim,9
3340,5419,Rio de Janeiro,Rio de Janeiro,Sudeste,22,Masculino,Sim,9
5230,1388,São Paulo,São Paulo,Sudeste,33,Feminino,Não,7
2141,7245,Goiânia,Goiás,Centro-Oeste,38,Masculino,Sim,4
4855,5229,Fortaleza,Ceará,Nordeste,27,Masculino,Não,8
6144,1287,São Paulo,São Paulo,Sudeste,33,Feminino,Não,4
552,8170,Campinas,São Paulo,Sudeste,41,Masculino,Não,9
2613,4802,Brasília,Distrito Federal,Centro-Oeste,23,Masculino,Não,8
3465,5256,Goiânia,Goiás,Centro-Oeste,34,Feminino,Não,8
5135,1919,Recife,Pernambuco,Nordeste,27,Masculino,Não,7
2425,9535,João Pessoa,Paraíba,Nordeste,40,Masculino,Não,7
3476,5186,Goiânia,Goiás,Centro-Oeste,49,Masculino,Não,9
4130,9599,Goiânia,Goiás,Centro-Oeste,44,Feminino,Não,9
6059,8392,Natal,Rio Grande do Norte,Nordeste,31,Masculino,Não,5
5840,4213,Goiânia,Goiás,Centro-Oeste,48,Feminino,Não,8
2179,9275,Goiânia,Goiás,Centro-Oeste,33,Feminino,Sim,9
952,1162,Goiânia,Goiás,Centro-Oeste,49,Feminino,Não,10
3318,5654,Goiânia,Goiás,Centro-Oeste,26,Feminino,Sim,8
4812,5884,Goiânia,Goiás,Centro-Oeste,40,Feminino,Sim,9
16,1012,Goiânia,Goiás,Centro-Oeste,40,Feminino,Não,10
514,7307,Goiânia,Goiás,Centro-Oeste,47,Masculino,Não,8
4943,9344,Goiânia,Goiás,Centro-Oeste,28,Masculino,Sim,9
173,8411,Curitiba,Paraná,Sul,33,Masculino,Sim,10
1349,6113,Goiânia,Goiás,Centro-Oeste,52,Feminino,Não,1
3374,8336,Goiânia,Goiás,Centro-Oeste,58,Masculino,Não,9
2823,8497,Natal,Rio Grande do Norte,Nordeste,43,Feminino,Não,7
426,4486,Goiânia,Goiás,Centro-Oeste,35,Masculino,Sim,3
3013,7727,Campinas,São Paulo,Sudeste,50,Feminino,Não,8
1769,5282,Rio de Janeiro,Rio de Janeiro,Sudeste,48,Feminino,Não,8
2301,4241,Goiânia,Goiás,Centro-Oeste,26,Feminino,Sim,9
4755,5443,Rio de Janeiro,Rio de Janeiro,Sudeste,49,Masculino,Não,10
2568,8765,Natal,Rio Grande do Norte,Nordeste,32,Feminino,Sim,4
2082,4395,Goiânia,Goiás,Centro-Oeste,41,Masculino,Não,9
3747,8625,Goiânia,Goiás,Centro-Oeste,32,Feminino,Sim,10
4279,6059,Goiânia,Goiás,Centro-Oeste,42,Feminino,Não,8
409,5267,São Paulo,São Paulo,Sudeste,49,Masculino,Não,10
3207,6506,Goiânia,Goiás,Centro-Oeste,39,Feminino,Sim,3
1452,9753,Goiânia,Goiás,Centro-Oeste,43,Masculino,Não,8
5328,3409,Goiânia,Goiás,Centro-Oeste,48,Masculino,Não,9
1050,7486,Curitiba,Paraná,Sul,45,Feminino,Não,9
3960,5209,Rio de Janeiro,Rio de Janeiro,Sudeste,41,Masculino,Não,9
4835,4852,Goiânia,Goiás,Centro-Oeste,45,Feminino,Não,10
5510,9960,João Pessoa,Paraíba,Nordeste,36,Feminino,Sim,4
2422,8227,Goiânia,Goiás,Centro-Oeste,43,Masculino,Não,10
2932,5728,Goiânia,Goiás,Centro-Oeste,37,Feminino,Sim,10
6113,2424,Salvador,Bahia,Nordeste,56,Feminino,Não,9
415,2420,Goiânia,Goiás,Centro-Oeste,39,Masculino,Sim,9
4203,3968,Brasília,Distrito Federal,Centro-Oeste,31,Feminino,Não,9
1192,9864,Petrolina,Pernambuco,Nordeste,38,Feminino,Sim,7
1128,8320,Curitiba,Paraná,Sul,39,Feminino,Sim,10
948,1251,Porto Alegre,Rio Grande do Sul,Sul,37,Masculino,Sim,10
841,3175,Porto Alegre,Rio Grande do Sul,Sul,32,Masculino,Sim,10
1146,7432,Porto Alegre,Rio Grande do Sul,Sul,34,Masculino,Sim,1
6129,9038,Recife,Pernambuco,Nordeste,32,Masculino,Sim,8
4927,1220,Porto Alegre,Rio Grande do Sul,Sul,31,Feminino,Sim,10
2847,6283,Porto Alegre,Rio Grande do Sul,Sul,29,Feminino,Sim,9
5520,8917,Curitiba,Paraná,Sul,29,Masculino,Sim,10
5673,2286,Porto Alegre,Rio Grande do Sul,Sul,38,Feminino,Sim,7
859,3643,Porto Alegre,Rio Grande do Sul,Sul,44,Masculino,Não,10
1804,1737,São Paulo,São Paulo,Sudeste,36,Feminino,Sim,8
3916,6800,Porto Alegre,Rio Grande do Sul,Sul,23,Masculino,Sim,9
2317,6817,Porto Alegre,Rio Grande do Sul,Sul,38,Masculino,Sim,10
1423,5097,Fortaleza,Ceará,Nordeste,26,Masculino,Sim,5
2252,6561,Porto Alegre,Rio Grande do Sul,Sul,44,Feminino,Não,10
3016,8776,Natal,Rio Grande do Norte,Nordeste,50,Feminino,Não,10
472,6003,Porto Alegre,Rio Grande do Sul,Sul,48,Feminino,Não,7
5644,3229,Porto Alegre,Rio Grande do Sul,Sul,32,Feminino,Sim,10
1942,6793,Fortaleza,Ceará,Nordeste,36,Masculino,Não,9
4658,6907,Porto Alegre,Rio Grande do Sul,Sul,40,Masculino,Não,10
4138,4176,Belo Horizonte,Minas Gerais,Sudeste,36,Masculino,Sim,9
2908,1567,São Paulo,São Paulo,Sudeste,38,Feminino,Não,9
925,4222,Belo Horizonte,Minas Gerais,Sudeste,54,Masculino,Não,8
407,9618,Porto Alegre,Rio Grande do Sul,Sul,54,Feminino,Não,9
5246,6593,Porto Alegre,Rio Grande do Sul,Sul,32,Feminino,Sim,9
2674,1646,Porto Alegre,Rio Grande do Sul,Sul,20,Feminino,Não,9
3395,7328,Porto Alegre,Rio Grande do Sul,Sul,35,Masculino,Sim,9
1947,9924,Porto Alegre,Rio Grande do Sul,Sul,50,Feminino,Não,10
4597,9434,Porto Alegre,Rio Grande do Sul,Sul,33,Masculino,Não,9
3464,6818,Porto Alegre,Rio Grande do Sul,Sul,44,Feminino,Não,8
3894,1329,São Paulo,São Paulo,Sudeste,33,Feminino,Não,5
71,3982,Belo Horizonte,Minas Gerais,Sudeste,42,Feminino,Não,9
4594,6200,Porto Alegre,Rio Grande do Sul,Sul,54,Feminino,Não,9
2384,1266,São Paulo,São Paulo,Sudeste,32,Feminino,Não,9
4870,7649,Porto Alegre,Rio Grande do Sul,Sul,32,Feminino,Não,5
4796,9086,Porto Alegre,Rio Grande do Sul,Sul,42,Feminino,Não,10
345,9276,Porto Alegre,Rio Grande do Sul,Sul,44,Masculino,Não,9
1295,6281,Porto Alegre,Rio Grande do Sul,Sul,34,Feminino,Sim,10
2071,1047,Porto Alegre,Rio Grande do Sul,Sul,29,Feminino,Não,10
91,7183,Porto Alegre,Rio Grande do Sul,Sul,36,Masculino,Sim,9
3369,3082,Teresina,Piauí,Nordeste,34,Masculino,Sim,4
4717,1961,Porto Alegre,Rio Grande do Sul,Sul,41,Masculino,Não,9
5720,7079,Porto Alegre,Rio Grande do Sul,Sul,34,Feminino,Sim,9
3572,2490,Porto Alegre,Rio Grande do Sul,Sul,49,Feminino,Não,7
2467,6149,Porto Alegre,Rio Grande do Sul,Sul,30,Masculino,Sim,8
2715,9116,Recife,Pernambuco,Nordeste,32,Feminino,Sim,9
3322,4964,Rio de Janeiro,Rio de Janeiro,Sudeste,18,Feminino,Não,8
738,4084,Porto Alegre,Rio Grande do Sul,Sul,37,Feminino,Não,10
553,3481,Porto Alegre,Rio Grande do Sul,Sul,35,Masculino,Sim,9
3490,3699,Belo Horizonte,Minas Gerais,Sudeste,18,Masculino,Sim,9
3814,1747,Porto Alegre,Rio Grande do Sul,Sul,40,Masculino,Não,10
4169,7179,Porto Alegre,Rio Grande do Sul,Sul,36,Feminino,Sim,7
2530,7117,Porto Alegre,Rio Grande do Sul,Sul,45,Masculino,Não,10
1231,1637,Porto Alegre,Rio Grande do Sul,Sul,29,Masculino,Não,7
5401,1464,São Paulo,São Paulo,Sudeste,41,Masculino,Não,9
1058,9217,Porto Alegre,Rio Grande do Sul,Sul,22,Masculino,Sim,4
1083,1227,São Paulo,São Paulo,Sudeste,22,Masculino,Sim,6
1669,8497,Natal,Rio Grande do Norte,Nordeste,43,Feminino,Não,9
4450,4686,Porto Alegre,Rio Grande do Sul,Sul,36,Feminino,Sim,7
2893,6828,Porto Alegre,Rio Grande do Sul,Sul,43,Feminino,Não,8
4366,6025,Porto Alegre,Rio Grande do Sul,Sul,39,Feminino,Sim,8
5178,7749,Porto Alegre,Rio Grande do Sul,Sul,24,Feminino,Sim,9
4964,7014,Porto Alegre,Rio Grande do Sul,Sul,38,Masculino,Sim,10
5934,1449,Porto Alegre,Rio Grande do Sul,Sul,37,Masculino,Sim,9
4908,7680,Curitiba,Paraná,Sul,31,Feminino,Não,9
4384,2784,Salvador,Bahia,Nordeste,44,Feminino,Não,9
10,1055,São Paulo,São Paulo,Sudeste,23,Feminino,Sim,9
4876,8061,Campinas,São Paulo,Sudeste,25,Masculino,Sim,6
107,7553,Porto Alegre,Rio Grande do Sul,Sul,26,Feminino,Sim,9
5397,5087,Rio de Janeiro,Rio de Janeiro,Sudeste,36,Feminino,Sim,7
4789,7991,Campinas,São Paulo,Sudeste,31,Feminino,Sim,8
4306,9254,João Pessoa,Paraíba,Nordeste,26,Feminino,Sim,9
5914,9333,João Pessoa,Paraíba,Nordeste,29,Feminino,Sim,9
5963,7485,Porto Alegre,Rio Grande do Sul,Sul,46,Masculino,Não,9
1738,5665,Porto Alegre,Rio Grande do Sul,Sul,35,Masculino,Não,9
5683,8165,Porto Alegre,Rio Grande do Sul,Sul,30,Feminino,Não,9
5514,8692,Porto Alegre,Rio Grande do Sul,Sul,59,Masculino,Não,9
5830,3646,Porto Alegre,Rio Grande do Sul,Sul,37,Feminino,Sim,10
5730,2400,Salvador,Bahia,Nordeste,56,Feminino,Não,8
5859,9767,João Pessoa,Paraíba,Nordeste,33,Masculino,Sim,9
5280,3576,Porto Alegre,Rio Grande do Sul,Sul,52,Masculino,Não,9
3645,3714,Belo Horizonte,Minas Gerais,Sudeste,66,Feminino,Não,9
1253,8319,Santo André,São Paulo,Sudeste,39,Feminino,Sim,4
1631,4863,Porto Alegre,Rio Grande do Sul,Sul,30,Masculino,Sim,9
3499,9822,João Pessoa,Paraíba,Nordeste,53,Feminino,Não,9
3889,8394,Porto Alegre,Rio Grande do Sul,Sul,45,Feminino,Não,10
1259,9236,Porto Alegre,Rio Grande do Sul,Sul,40,Masculino,Sim,4
120,8299,Porto Alegre,Rio Grande do Sul,Sul,42,Masculino,Não,9
2459,3674,Porto Alegre,Rio Grande do Sul,Sul,40,Masculino,Sim,9
318,8940,Porto Alegre,Rio Grande do Sul,Sul,50,Feminino,Não,10
1373,1735,Porto Alegre,Rio Grande do Sul,Sul,27,Masculino,Sim,8
3439,6914,Fortaleza,Ceará,Nordeste,45,Feminino,Não,10
2798,2957,Brasília,Distrito Federal,Centro-Oeste,38,Masculino,Não,5
5812,6081,Rio de Janeiro,Rio de Janeiro,Sudeste,46,Feminino,Não,10
5292,3908,Belo Horizonte,Minas Gerais,Sudeste,45,Feminino,Não,7
2694,2443,Salvador,Bahia,Nordeste,23,Feminino,Não,6
4874,3070,Porto Alegre,Rio Grande do Sul,Sul,42,Feminino,Não,10
4214,1848,Porto Alegre,Rio Grande do Sul,Sul,38,Masculino,Sim,10
1463,1546,São Paulo,São Paulo,Sudeste,31,Feminino,Sim,10
4881,6939,Porto Alegre,Rio Grande do Sul,Sul,55,Feminino,Não,9
5557,6856,Porto Alegre,Rio Grande do Sul,Sul,46,Feminino,Não,0
714,4232,Belo Horizonte,Minas Gerais,Sudeste,40,Masculino,Sim,7
4316,7659,Curitiba,Paraná,Sul,39,Masculino,Sim,8
3579,2637,Belém,Pará,Norte,47,Feminino,Não,10
4515,5424,Belém,Pará,Norte,51,Masculino,Não,9
2938,1682,São Paulo,São Paulo,Sudeste,33,Feminino,Não,9
556,4532,Rio de Janeiro,Rio de Janeiro,Sudeste,44,Feminino,Não,8
5920,3904,Brasília,Distrito Federal,Centro-Oeste,31,Feminino,Não,10
1933,5955,Belém,Pará,Norte,28,Masculino,Sim,9
5865,8596,Curitiba,Paraná,Sul,37,Feminino,Sim,6
4075,2027,Belém,Pará,Norte,23,Feminino,Sim,10
1577,4893,Rio de Janeiro,Rio de Janeiro,Sudeste,44,Feminino,Não,9
915,5729,Porto Alegre,Rio Grande do Sul,Sul,39,Feminino,Sim,10
4152,8355,Natal,Rio Grande do Norte,Nordeste,45,Masculino,Não,10
2789,7338,Campinas,São Paulo,Sudeste,32,Feminino,Sim,8
5356,3425,Belém,Pará,Norte,59,Feminino,Não,10
3813,7017,Belém,Pará,Norte,39,Feminino,Não,9
1924,4435,Belo Horizonte,Minas Gerais,Sudeste,18,Feminino,Não,9
2072,2672,Belém,Pará,Norte,35,Masculino,Não,0
3972,8733,Belém,Pará,Norte,40,Feminino,Sim,8
2036,6404,Belém,Pará,Norte,58,Feminino,Não,9
4514,6862,Fortaleza,Ceará,Nordeste,40,Feminino,Não,9
3791,8074,Curitiba,Paraná,Sul,47,Feminino,Não,9
4728,4584,Belém,Pará,Norte,21,Feminino,Sim,9
195,7799,Campinas,São Paulo,Sudeste,22,Feminino,Sim,10
499,3261,Belém,Pará,Norte,60,Feminino,Não,9
1657,4069,Belo Horizonte,Minas Gerais,Sudeste,51,Feminino,Não,9
3471,2623,Salvador,Bahia,Nordeste,23,Masculino,Não,2
3273,7475,Curitiba,Paraná,Sul,32,Feminino,Sim,9
6110,3683,Belém,Pará,Norte,36,Feminino,Sim,10
1383,6187,Fortaleza,Ceará,Nordeste,38,Feminino,Não,9
643,6406,Belém,Pará,Norte,34,Masculino,Sim,9
2726,8303,Natal,Rio Grande do Norte,Nordeste,33,Feminino,Sim,9
3319,9779,Belém,Pará,Norte,41,Masculino,Não,9
5621,1741,São Paulo,São Paulo,Sudeste,37,Masculino,Sim,10
2469,4822,Belém,Pará,Norte,23,Masculino,Não,8
3417,8674,Belém,Pará,Norte,25,Masculino,Não,10
1753,7558,Belém,Pará,Norte,40,Masculino,Sim,8
3234,8087,Campinas,São Paulo,Sudeste,19,Masculino,Sim,9
3079,7876,Campinas,São Paulo,Sudeste,21,Feminino,Sim,8
5956,8468,Belém,Pará,Norte,53,Masculino,Não,9
466,5965,Porto Alegre,Rio Grande do Sul,Sul,26,Feminino,Sim,10
416,7320,Belém,Pará,Norte,52,Masculino,Não,10
5149,8210,Belém,Pará,Norte,51,Masculino,Não,9
4361,6139,Porto Alegre,Rio Grande do Sul,Sul,41,Masculino,Não,7
1235,6078,Belém,Pará,Norte,34,Feminino,Sim,9
6115,9220,Recife,Pernambuco,Nordeste,23,Masculino,Sim,8
1167,1232,Belém,Pará,Norte,34,Masculino,Sim,8
686,4071,Belo Horizonte,Minas Gerais,Sudeste,31,Feminino,Sim,10
5515,4928,Belém,Pará,Norte,35,Masculino,Sim,9
5316,5967,Belém,Pará,Norte,43,Feminino,Não,10
4370,6695,Fortaleza,Ceará,Nordeste,23,Feminino,Sim,7
